,Player,MPG,PER,OWS,DWS,WS,OBPM,BPM,VORP,Years_Played,Fantasy_PPG
8301,Caron Butler,25.34,12.2,0.6,1.2,1.8,-0.7,-2.1,0.0,12.0,20.205357142857142
8302,Jimmy Butler,38.67,13.5,2.4,4.6,7.1,0.0,2.4,2.9,3.0,27.902985074626866
8303,Rasual Butler,7.56,12.2,0.5,0.6,1.1,-0.6,-0.9,0.1,11.0,5.03
8304,Dwight Buycks,10.43,7.2,-0.2,0.2,0.0,-4.8,-4.5,-0.1,1.0,6.732142857142857
8305,Will Bynum,18.82,14.4,0.6,0.4,1.0,-0.7,-3.5,-0.4,7.0,16.428571428571427
8306,Nick Calathes,16.52,12.3,-0.1,1.6,1.5,-1.9,-1.1,0.3,1.0,11.943661971830986
8307,Jose Calderon,30.47,15.2,5.4,0.8,6.3,3.3,1.3,2.1,9.0,23.92283950617284
8308,Kentavious Caldwell-Pope,19.79,9.4,1.0,0.8,1.8,-1.2,-2.1,0.0,1.0,11.95
8309,Isaiah Canaan,11.45,9.5,0.0,0.2,0.2,-1.4,-3.4,-0.1,1.0,8.136363636363637
8310,DeMarre Carroll,32.07,13.9,3.2,2.6,5.8,1.0,2.1,2.4,4.0,23.95205479452055
8311,Vince Carter,24.36,15.9,3.0,1.3,4.3,2.2,1.1,1.6,16.0,22.817901234567902
8312,Michael Carter-Williams,34.49,15.5,-0.8,2.1,1.3,-0.6,-0.2,1.1,1.0,35.025
8313,Omri Casspi,18.07,12.9,1.0,1.4,2.4,-0.6,-0.8,0.4,5.0,13.98943661971831
8314,Mario Chalmers,29.84,14.0,2.4,2.5,4.8,1.0,1.2,1.7,6.0,22.972602739726028
8315,Tyson Chandler,30.22,16.4,3.1,1.9,4.9,-0.6,1.3,1.4,7.0,22.922727272727272
8316,Wilson Chandler,31.08,12.4,1.8,1.2,3.1,0.7,0.2,1.1,7.0,24.717741935483872
8317,Dionte Christmas,6.39,11.1,0.2,0.1,0.3,-1.1,-3.6,-0.1,1.0,4.451612903225806
8318,Earl Clark,14.22,9.1,-0.4,0.8,0.3,-3.9,-4.8,-0.5,4.0,9.787037037037036
8319,Ian Clark,7.48,9.2,-0.2,0.1,-0.1,-2.6,-4.7,-0.1,1.0,5.456521739130435
8320,Victor Claver,8.76,8.8,0.0,0.2,0.2,-3.0,-3.0,0.0,2.0,5.226190476190476
8321,Norris Cole,24.56,8.8,-0.5,1.7,1.2,-2.2,-3.0,-0.5,3.0,14.009146341463415
8322,Jason Collins,7.82,4.1,-0.1,0.1,0.1,-4.1,-3.6,-0.1,10.0,2.852272727272727
8323,Darren Collison,25.86,16.2,3.8,2.0,5.9,1.4,1.0,1.6,5.0,22.00625
8324,Nick Collison,16.7,11.8,2.0,1.6,3.6,-0.5,0.6,0.9,9.0,10.398148148148149
8325,Mike Conley,33.51,20.0,5.5,2.7,8.2,4.1,3.4,3.3,7.0,32.83904109589041
8326,Chris Copeland,6.46,17.6,0.6,0.4,1.0,3.5,1.4,0.2,2.0,6.121951219512195
8327,DeMarcus Cousins,32.37,26.1,4.1,3.8,7.9,1.9,4.7,3.9,4.0,42.61619718309859
8328,Allen Crabbe,6.67,7.7,0.0,0.1,0.1,-2.7,-4.7,-0.1,1.0,4.05
8329,Jamal Crawford,30.35,17.3,3.8,1.5,5.3,2.7,0.2,1.2,14.0,29.27173913043478
8330,Jordan Crawford,22.95,14.3,1.5,1.4,2.8,0.4,-1.8,0.1,4.0,19.44753086419753
8331,Jae Crowder,16.08,11.9,1.2,1.1,2.3,0.0,0.6,0.8,2.0,10.772435897435898
8332,Dante Cunningham,20.19,12.6,0.9,2.0,2.9,-2.2,-0.1,0.8,5.0,14.824074074074074
8333,Jared Cunningham,6.15,8.5,0.1,0.0,0.1,-2.4,-5.1,-0.1,2.0,4.134615384615385
8334,Stephen Curry,36.49,24.1,9.3,4.0,13.4,7.4,7.4,6.7,5.0,45.44871794871795
8335,Samuel Dalembert,20.18,16.8,2.9,2.1,4.9,-0.9,0.6,1.1,9.0,16.975
8336,Luigi Datome,7.0,8.0,-0.2,0.1,-0.1,-3.8,-7.0,-0.3,1.0,4.588235294117647
8337,Brandon Davies,11.27,7.5,-0.3,0.4,0.1,-5.3,-5.9,-0.6,1.0,6.416666666666667
8338,Anthony Davis,35.19,26.5,7.2,3.2,10.4,2.3,4.5,3.9,2.0,43.26865671641791
8339,Glen Davis,24.44,13.1,0.2,1.8,2.0,-2.8,-2.5,-0.2,6.0,18.176470588235293
8340,Austin Daye,6.73,11.0,-0.1,0.2,0.1,-1.8,-3.2,0.0,5.0,5.886363636363637
8341,Nando De,10.51,13.1,0.3,0.7,1.0,-1.0,-0.4,0.2,2.0,8.414893617021276
8342,Matthew Dellavedova,17.65,10.7,1.4,0.7,2.1,-0.5,-2.1,0.0,1.0,11.375
8343,Luol Deng,35.13,15.2,2.2,2.3,4.5,0.4,0.2,1.2,10.0,28.285714285714285
8344,DeMar DeRozan,38.19,18.4,5.8,3.0,8.8,1.4,0.7,2.0,5.0,36.287974683544306
8345,Boris Diaw,24.99,14.1,2.3,2.6,4.9,0.2,1.6,1.8,11.0,18.32278481012658
8346,Gorgui Dieng,13.63,16.5,0.7,1.5,2.2,-2.4,0.7,0.5,1.0,12.958333333333334
8347,Toney Douglas,13.24,9.2,0.2,0.7,0.9,-1.5,-2.3,-0.1,5.0,8.563725490196079
8348,Chris Douglas-Roberts,20.73,12.2,1.1,1.2,2.4,-0.3,0.1,0.5,5.0,13.571428571428571
8349,Goran Dragic,35.11,21.4,8.4,2.0,10.3,4.9,3.9,4.0,6.0,35.06578947368421
8350,Andre Drummond,32.33,22.6,6.4,3.5,9.9,1.1,1.6,2.4,2.0,32.29320987654321
8351,Jared Dudley,23.36,8.9,1.2,1.2,2.4,-0.3,-0.8,0.5,7.0,12.912162162162161
8352,Tim Duncan,29.16,21.3,2.8,4.6,7.4,-0.9,3.2,2.8,17.0,33.354729729729726
8353,Mike Dunleavy,31.51,12.6,2.4,4.1,6.5,-0.3,0.7,1.8,24.0,22.451219512195124
8354,Kevin Durant,38.54,29.8,14.8,4.4,19.2,8.4,8.8,8.5,7.0,53.5679012345679
8355,Wayne Ellington,8.73,12.2,0.4,0.2,0.7,0.0,-1.7,0.0,5.0,6.094444444444444
8356,Monta Ellis,36.87,16.8,2.8,2.1,4.9,0.6,0.0,1.5,9.0,33.55792682926829
8357,Jeremy Evans,18.32,16.2,1.9,1.0,2.8,-0.9,-0.1,0.6,4.0,14.356060606060606
8358,Tyreke Evans,28.17,18.4,1.8,1.3,3.1,1.2,0.8,1.4,5.0,28.163194444444443
8359,Kenneth Faried,27.22,19.8,4.0,2.5,6.5,0.3,1.2,1.8,1.0,26.440625
8360,Jordan Farmar,22.24,15.0,0.4,0.4,0.7,0.9,-1.1,0.2,7.0,21.26219512195122
8361,Vitor Faverani,13.19,11.0,-0.3,0.7,0.3,-4.2,-3.1,-0.1,1.0,10.06081081081081
8362,Derrick Favors,30.15,19.0,2.9,2.3,5.1,-0.8,0.7,1.5,2.0,28.17808219178082
8363,Carrick Felix,5.43,13.3,0.0,0.0,0.0,-1.1,-4.7,0.0,1.0,3.9642857142857144
8364,Raymond Felton,31.03,12.9,1.1,1.1,2.2,-0.1,-0.9,0.5,9.0,23.476923076923075
8365,Landry Fields,10.73,8.6,0.0,0.4,0.4,-3.9,-2.9,-0.1,4.0,5.8
8366,Derek Fisher,17.63,10.1,1.4,1.7,3.1,0.0,-0.5,0.5,18.0,11.54320987654321
8367,Evan Fournier,19.78,10.3,0.6,0.8,1.4,-0.9,-2.5,-0.2,2.0,14.125
8368,Randy Foye,30.68,13.3,3.3,1.3,4.6,1.9,0.9,1.8,8.0,25.04320987654321
8369,Jamaal Franklin,7.67,4.7,-0.2,0.2,0.0,-5.1,-5.4,-0.1,1.0,3.5952380952380953
8370,Jimmer Fredette,10.59,15.8,0.5,0.3,0.8,0.6,-2.4,0.0,3.0,8.96938775510204
8371,Joel Freeland,13.98,11.3,0.7,0.7,1.4,-1.8,-0.7,0.2,1.0,9.0625
8372,Channing Frye,28.2,13.2,2.9,2.4,5.3,0.9,1.1,1.8,8.0,22.35670731707317
8373,Francisco Garcia,19.69,9.3,0.8,0.9,1.8,-0.3,-0.2,0.5,9.0,12.795454545454545
8374,Kevin Garnett,20.54,13.3,-0.7,1.9,1.2,-4.7,-1.9,0.0,19.0,17.63425925925926
8375,Diante Garrett,14.76,7.1,-1.1,0.3,-0.8,-4.0,-5.2,-0.8,2.0,7.985915492957746
8376,Marc Gasol,33.39,18.2,2.6,3.1,5.6,0.0,2.9,2.4,6.0,31.16949152542373
8377,Pau Gasol,31.4,19.3,1.3,1.7,3.0,-1.0,0.6,1.3,13.0,34.7625
8378,Rudy Gay,34.67,18.3,2.3,2.5,4.8,0.6,0.9,1.8,8.0,33.31849315068493
8379,Alonzo Gee,15.69,8.6,-0.1,1.0,0.9,-3.3,-2.6,-0.2,5.0,8.823076923076924
8380,Paul George,36.22,20.1,4.4,6.4,10.8,2.9,4.7,4.9,4.0,39.378125
8381,Taj Gibson,28.67,16.0,1.4,4.4,5.7,-2.6,-1.1,0.5,3.0,24.25609756097561
8382,Manu Ginobili,22.79,20.0,3.3,2.4,5.7,3.6,4.0,2.4,12.0,24.095588235294116
8383,Drew Gooden,17.95,18.4,0.9,0.6,1.4,-0.2,-0.9,0.1,12.0,16.102272727272727
8384,Archie Goodwin,10.25,10.3,-0.3,0.5,0.2,-3.9,-4.3,-0.3,1.0,6.394230769230769
8385,Ben Gordon,14.68,6.4,-0.7,0.3,-0.3,-5.9,-6.8,-0.3,10.0,8.921052631578947
8386,Eric Gordon,32.14,14.9,2.0,0.5,2.5,1.2,-1.2,0.4,6.0,25.4921875
8387,Marcin Gortat,32.78,17.6,4.1,4.0,8.1,-1.1,1.0,2.0,6.0,28.64814814814815
8388,Danny Granger,20.66,10.9,0.1,1.2,1.3,-2.2,-2.8,-0.2,9.0,14.817073170731707
8389,Aaron Gray,9.59,7.8,-0.3,0.4,0.1,-4.3,-2.6,-0.1,3.0,5.574324324324325
8390,Danny Green,24.28,13.9,1.4,2.8,4.2,1.2,3.3,2.2,4.0,19.886029411764707
8391,Draymond Green,21.91,12.7,0.7,3.8,4.5,-1.6,2.8,2.2,2.0,18.484756097560975
8392,Gerald Green,28.41,16.5,4.2,1.9,6.1,2.4,1.0,1.8,7.0,25.496951219512194
8393,Jeff Green,34.21,13.1,1.3,2.0,3.3,-0.7,-2.1,0.0,6.0,26.89329268292683
8394,Willie Green,15.8,7.1,-0.2,0.7,0.5,-2.6,-3.4,-0.3,11.0,9.236363636363636
8395,Blake Griffin,35.79,23.9,8.1,4.1,12.2,3.0,4.6,4.8,4.0,41.5875
8396,Jorge Gutierrez,16.27,8.7,0.1,0.2,0.2,-2.6,-3.4,-0.1,1.0,9.383333333333333
8397,Jordan Hamilton,16.98,12.7,0.4,1.1,1.6,-0.9,-1.0,0.3,3.0,14.145833333333334
8398,Justin Hamilton,9.0,11.9,0.1,0.1,0.1,-1.2,-4.0,0.0,1.0,5.625
8399,Tyler Hansbrough,15.28,14.2,1.7,1.4,3.0,-1.7,-1.8,0.0,5.0,10.80078125
8400,Tim Hardaway,23.15,12.7,2.7,0.4,3.1,1.3,-2.3,-0.1,14.0,15.648148148148149
8401,James Harden,38.04,23.5,10.1,2.7,12.8,6.2,5.7,5.4,5.0,44.407534246575345
8402,Maurice Harkless,24.38,11.8,0.6,2.1,2.8,-1.6,-0.1,0.9,2.0,15.91875
8403,Josh Harrellson,9.91,13.4,0.5,0.2,0.7,-0.5,-0.2,0.1,3.0,7.5625
8404,Al Harrington,15.03,9.7,-0.2,0.5,0.4,-2.2,-4.6,-0.3,16.0,10.955882352941176
8405,Devin Harris,20.45,14.6,1.2,0.4,1.6,0.5,-1.6,0.1,10.0,17.85625
8406,Manny Harris,20.0,10.9,-0.1,0.1,0.0,-2.9,-4.9,-0.1,3.0,14.777777777777779
8407,Mike Harris,11.25,15.3,0.3,0.2,0.5,-1.4,-0.7,0.1,3.0,8.8875
8408,Tobias Harris,30.33,16.5,2.4,1.7,4.1,-0.7,-1.7,0.1,3.0,26.028688524590162
8409,Spencer Hawes,30.88,15.7,2.2,2.3,4.5,-0.4,0.5,1.6,7.0,29.328125
8410,Chuck Hayes,12.36,10.0,0.2,1.2,1.4,-3.1,-0.6,0.3,7.0,7.659836065573771
8411,Gordon Hayward,36.36,16.2,2.2,1.5,3.6,1.0,1.0,2.1,4.0,32.37662337662338
8412,Gerald Henderson,31.96,13.1,0.8,2.8,3.6,-1.7,-1.7,0.2,15.0,23.75974025974026
8413,Xavier Henry,21.12,12.3,-0.1,0.5,0.3,-2.2,-3.6,-0.4,4.0,16.38953488372093
8414,John Henson,26.51,17.9,1.7,1.5,3.3,-1.0,0.3,1.1,2.0,23.7
8415,Roy Hibbert,29.74,13.5,0.5,5.0,5.4,-3.4,-0.2,1.1,5.0,23.765432098765434
8416,J.J. Hickson,26.94,16.2,1.3,2.1,3.3,-1.7,-0.8,0.6,5.0,23.753623188405797
8417,Nene Hilario,29.43,16.6,0.8,2.4,3.2,-1.6,0.2,0.9,11.0,25.93867924528302
8418,George Hill,32.03,13.4,3.8,4.0,7.8,1.0,2.4,2.7,6.0,22.486842105263158
8419,Jordan Hill,20.83,19.3,3.1,1.3,4.4,-0.5,-0.7,0.5,5.0,20.364583333333332
8420,Solomon Hill,8.07,7.6,0.0,0.4,0.4,-3.3,-2.3,0.0,1.0,4.044642857142857
8421,Kirk Hinrich,28.99,10.8,0.4,3.3,3.8,-1.3,-0.8,0.6,11.0,20.315068493150687
8422,Jrue Holiday,33.62,17.1,0.8,0.7,1.5,1.5,0.7,0.8,5.0,32.3235294117647
8423,Scotty Hopson,3.5,-6.5,-0.1,0.0,-0.1,-12.9,-17.2,0.0,1.0,2.375
8424,Al Horford,33.03,22.0,1.5,1.3,2.8,0.8,2.8,1.1,7.0,34.456896551724135
8425,Dwight Howard,33.75,21.3,4.0,4.1,8.0,-0.3,1.9,2.4,10.0,35.109154929577464
8426,Robbie Hummel,12.36,9.6,0.6,0.6,1.1,-1.4,-2.1,0.0,1.0,7.85377358490566
8427,Kris Humphries,19.94,18.2,2.3,1.8,4.1,-1.2,0.0,0.7,7.0,18.38768115942029
8428,Serge Ibaka,32.91,19.6,5.2,4.4,9.6,-0.4,1.9,2.6,5.0,32.367283950617285
8429,Andre Iguodala,32.38,13.7,2.7,3.1,5.8,0.5,3.0,2.6,10.0,23.5
8430,Ersan Ilyasova,26.87,13.8,0.9,0.8,1.6,-1.1,-3.2,-0.5,6.0,21.686363636363637
8431,Kyrie Irving,35.15,20.1,4.6,2.1,6.7,4.1,3.2,3.3,3.0,37.63732394366197
8432,Jarrett Jack,28.15,11.5,0.9,1.4,2.3,-1.4,-2.3,-0.2,9.0,19.6625
8433,Reggie Jackson,28.46,15.4,2.3,2.6,4.9,0.1,-0.4,0.9,3.0,24.865625
8434,Stephen Jackson,11.89,0.1,-0.3,0.1,-0.2,-6.8,-5.9,-0.1,14.0,4.611111111111111
8435,Bernard James,4.87,8.5,0.0,0.2,0.1,-4.8,-3.7,-0.1,2.0,2.875
8436,Damion James,10.0,4.1,-0.1,0.1,0.0,-6.7,-5.5,0.0,3.0,4.9
8437,LeBron James,37.69,29.3,12.3,3.7,15.9,8.0,8.9,8.0,11.0,46.201298701298704
8438,Mike James,7.0,1.5,-0.2,0.1,-0.1,-8.6,-10.6,-0.2,12.0,3.6818181818181817
8439,Antawn Jamison,11.27,7.8,-0.3,0.4,0.1,-4.6,-6.0,-0.2,16.0,8.215909090909092
8440,Othyus Jeffers,7.83,6.9,0.0,0.0,0.1,-3.7,-5.2,0.0,2.0,3.125
8441,Al Jefferson,34.97,22.7,3.1,4.7,7.8,0.3,1.8,2.5,9.0,39.363013698630134
8442,Richard Jefferson,26.99,11.8,2.3,0.4,2.7,0.3,-1.4,0.3,13.0,17.445121951219512
8443,John Jenkins,12.15,4.7,-0.2,0.1,-0.1,-5.7,-7.5,-0.2,2.0,5.615384615384615
8444,Brandon Jennings,34.1,15.6,3.0,0.9,3.9,2.1,-0.5,1.0,5.0,32.2625
8445,Jonas Jerebko,11.58,13.4,1.0,0.5,1.4,-0.7,-2.1,0.0,4.0,8.546875
8446,Amir Johnson,28.75,15.4,3.2,3.1,6.3,0.2,2.6,2.6,7.0,21.967532467532468
8447,Chris Johnson,19.73,10.8,0.9,0.5,1.4,0.1,-0.8,0.2,2.0,12.375
8448,James Johnson,18.38,18.5,1.4,1.6,3.0,1.3,4.5,1.6,5.0,17.60576923076923
8449,Joe Johnson,32.59,15.5,3.9,1.0,4.9,2.0,-0.1,1.2,13.0,25.518987341772153
8450,Orlando Johnson,8.71,5.3,-0.5,0.5,0.1,-5.2,-6.2,-0.4,2.0,4.35
8451,Wesley Johnson,28.35,11.0,0.4,1.5,1.9,-1.1,0.2,1.2,4.0,20.810126582278482
8452,Darius Johnson-Odom,5.0,-23.0,-0.2,0.0,-0.2,-22.4,-25.5,-0.1,1.0,0.5
8453,James Jones,11.8,15.4,0.6,0.1,0.7,2.9,0.0,0.1,11.0,8.675
8454,Perry Jones,12.32,10.1,0.7,0.8,1.5,-2.0,-2.5,-0.1,2.0,7.185483870967742
8455,Terrence Jones,27.34,19.1,4.6,2.7,7.3,0.9,2.2,2.2,2.0,25.042763157894736
8456,Cory Joseph,13.76,14.7,1.6,1.3,2.9,0.0,0.6,0.6,3.0,10.555147058823529
8457,Chris Kaman,18.87,17.0,-0.2,0.7,0.5,-3.1,-2.4,-0.1,8.0,19.397435897435898
8458,Enes Kanter,26.72,15.6,1.3,0.9,2.2,-2.1,-3.9,-1.0,3.0,21.421875
8459,Sergey Karasev,7.09,2.3,-0.2,0.1,-0.1,-5.9,-7.5,-0.2,1.0,2.875
8460,Ryan Kelly,22.24,12.6,1.5,0.7,2.2,-0.5,-0.2,0.6,1.0,17.656779661016948
8461,Michael Kidd-Gilchrist,24.23,12.0,0.9,2.2,3.1,-2.7,-0.9,0.4,2.0,15.649193548387096
8462,Andrei Kirilenko,19.04,12.4,0.4,0.9,1.3,-1.9,-0.1,0.4,12.0,11.9
8463,Brandon Knight,33.33,16.5,2.4,0.4,2.8,2.0,-0.9,0.7,3.0,30.59027777777778
8464,Kyle Korver,33.92,13.5,3.9,2.0,5.9,2.0,2.2,2.5,11.0,24.637323943661972
8465,Doron Lamb,13.11,7.5,0.3,0.2,0.5,-2.2,-4.6,-0.4,2.0,6.400943396226415
8466,Jeremy Lamb,19.72,13.4,1.4,1.8,3.3,-0.3,-1.2,0.3,2.0,15.945512820512821
8467,Shane Larkin,10.19,8.3,-0.4,0.3,-0.1,-3.5,-4.7,-0.3,1.0,6.307291666666667
8468,Ty Lawson,35.84,19.0,4.8,1.5,6.3,2.9,1.7,2.1,5.0,36.935483870967744
8469,Ricky Ledo,3.0,12.7,0.0,0.0,0.0,-1.6,-7.2,0.0,1.0,2.590909090909091
8470,Courtney Lee,24.97,13.8,2.8,1.9,4.7,0.5,0.4,1.2,6.0,17.15506329113924
8471,David Lee,33.16,19.1,4.1,3.5,7.6,-0.1,0.8,1.6,7.0,31.568840579710145
8472,Kawhi Leonard,29.14,19.4,3.8,3.9,7.7,2.3,5.8,3.8,3.0,28.079545454545453
8473,Meyers Leonard,8.88,9.4,0.2,0.5,0.6,-3.6,-3.3,-0.1,2.0,6.19375
8474,Jon Leuer,13.1,17.6,1.1,0.9,2.0,-0.6,-1.6,0.1,3.0,11.46938775510204
8475,Rashard Lewis,16.18,10.7,0.5,1.1,1.7,-0.2,0.1,0.5,16.0,10.2875
8476,Damian Lillard,35.82,18.6,7.8,1.8,9.6,4.4,2.7,3.5,2.0,36.125
8477,Jeremy Lin,28.93,14.3,2.8,1.6,4.4,0.6,-0.4,0.8,4.0,23.285211267605632
8478,Shaun Livingston,25.97,14.5,2.6,1.8,4.4,-0.5,0.6,1.3,8.0,19.095394736842106
8479,Brook Lopez,31.35,25.4,1.9,0.5,2.3,1.8,1.1,0.4,5.0,33.220588235294116
8480,Robin Lopez,31.74,17.7,7.0,2.6,9.5,1.4,3.0,3.3,2.0,25.567073170731707
8481,Kevin Love,36.32,26.9,10.6,3.7,14.3,7.2,8.4,7.3,6.0,50.19155844155844
8482,Kyle Lowry,36.23,20.1,8.4,3.3,11.7,5.8,5.9,5.7,8.0,38.360759493670884
8483,John Lucas,14.07,5.2,-0.7,0.0,-0.7,-3.7,-7.0,-0.7,10.0,6.869047619047619
8484,Shelvin Mack,20.41,13.2,1.2,1.2,2.3,-0.7,-2.4,-0.1,3.0,16.363013698630137
8485,Ian Mahinmi,16.21,10.2,0.7,2.7,3.3,-3.3,0.3,0.7,4.0,9.925324675324676
8486,Shawn Marion,31.7,13.7,2.2,2.1,4.3,0.0,1.1,1.9,15.0,22.776315789473685
8487,Kendall Marshall,28.96,12.6,0.6,0.3,0.9,-1.3,-4.5,-1.0,2.0,23.85648148148148
8488,Cartier Martin,14.75,11.0,0.5,0.8,1.3,-1.2,-2.8,-0.2,6.0,10.046610169491526
8489,Kenyon Martin,19.78,12.2,0.5,0.7,1.2,-2.0,1.1,0.5,13.0,13.640625
8490,Kevin Martin,32.01,16.3,3.8,1.5,5.3,1.4,-0.6,0.8,10.0,28.577205882352942
8491,Roger Mason,10.4,8.2,0.1,0.2,0.3,-1.0,-3.4,-0.1,10.0,5.96
8492,Wesley Matthews,33.9,15.7,6.3,1.9,8.2,3.4,2.4,3.1,5.0,27.789634146341463
8493,Eric Maynor,10.55,6.2,-0.6,0.2,-0.4,-5.8,-7.6,-0.5,5.0,6.346774193548387
8494,O.J. Mayo,25.88,11.2,0.0,0.0,0.1,-0.7,-4.2,-0.7,6.0,18.740384615384617
8495,Luc Mbah,15.67,8.3,0.2,0.8,1.0,-3.0,-2.4,-0.1,6.0,7.58203125
8496,Ray McCallum,19.93,9.7,0.0,0.4,0.4,-2.3,-4.1,-0.5,1.0,13.083333333333334
8497,C.J. McCollum,12.53,9.0,-0.2,0.3,0.2,-2.1,-4.1,-0.3,1.0,8.164473684210526
8498,Ben McLemore,26.67,7.7,-0.1,0.9,0.8,-1.8,-3.2,-0.6,1.0,14.914634146341463
8499,Josh McRoberts,30.26,13.8,3.5,3.0,6.5,1.3,2.9,2.9,6.0,22.94551282051282
8500,Jodie Meeks,33.19,14.7,3.8,0.7,4.5,2.2,0.7,1.8,5.0,25.65909090909091
8501,Gal Mekel,9.42,5.4,-0.5,0.1,-0.4,-5.7,-9.2,-0.5,1.0,5.370967741935484
8502,Khris Middleton,30.0,12.5,1.9,0.8,2.7,0.1,-1.5,0.3,2.0,21.84451219512195
8503,C.J. Miles,19.29,16.0,1.5,0.9,2.5,2.0,0.7,0.7,9.0,17.20098039215686
8504,Andre Miller,16.93,13.9,1.4,0.8,2.2,-1.3,-1.8,0.1,15.0,12.97844827586207
8505,Darius Miller,16.07,9.0,0.6,0.2,0.8,-0.7,-2.3,-0.1,2.0,8.894444444444444
8506,Mike Miller,20.82,12.5,2.6,1.4,3.9,1.0,0.1,0.9,14.0,12.99390243902439
8507,Quincy Miller,15.17,8.6,-0.7,0.7,0.0,-4.1,-3.8,-0.4,2.0,10.471153846153847
8508,Patty Mills,18.85,18.7,3.4,2.1,5.6,3.9,3.3,2.0,5.0,18.287037037037038
8509,Paul Millsap,33.54,19.8,2.7,4.0,6.7,0.7,3.1,3.2,8.0,36.70608108108108
8510,Tony Mitchell,3.76,18.1,0.1,0.1,0.2,-0.1,1.3,0.1,1.0,3.238095238095238
8511,Greg Monroe,32.8,18.1,3.7,2.3,5.9,0.0,0.3,1.6,4.0,29.54268292682927
8512,E'Twaun Moore,19.06,11.1,0.6,1.1,1.7,-1.4,-2.3,-0.1,3.0,12.329113924050633
8513,Darius Morris,11.59,9.2,-0.1,0.2,0.0,-2.9,-5.7,-0.3,3.0,7.583333333333333
8514,Marcus Morris,21.95,14.8,2.3,1.8,4.2,0.6,0.2,1.0,3.0,17.8109756097561
8515,Markieff Morris,26.58,18.4,4.0,2.4,6.4,0.5,1.0,1.6,3.0,24.895061728395063
8516,Anthony Morrow,18.76,13.9,2.1,0.3,2.4,0.8,-2.4,-0.1,6.0,13.49671052631579
8517,Donatas Motiejunas,15.35,10.7,0.3,1.0,1.4,-2.7,-3.5,-0.4,2.0,10.814516129032258
8518,Timofey Mozgov,21.59,16.7,2.6,1.9,4.5,-1.5,-0.5,0.7,2.0,19.384146341463413
8519,Shabazz Muhammad,7.84,13.1,0.1,0.2,0.3,-3.1,-6.2,-0.3,1.0,5.648648648648648
8520,Byron Mullens,9.2,12.8,0.1,0.4,0.5,-1.5,-3.3,-0.1,3.0,7.933333333333334
8521,Toure' Murry,7.31,11.1,-0.3,0.3,0.0,-3.4,-4.9,-0.3,1.0,5.117647058823529
8522,Mike Muscala,10.75,10.8,-0.1,0.2,0.2,-5.6,-6.0,-0.2,1.0,8.0
8523,Steve Nash,20.87,12.2,0.1,0.0,0.1,-2.5,-6.2,-0.3,18.0,16.966666666666665
8524,Gary Neal,21.42,12.5,0.6,0.3,1.0,-0.6,-4.6,-0.7,4.0,15.735576923076923
8525,Nemanja Nedovic,5.92,-1.7,-0.5,0.1,-0.4,-8.9,-10.6,-0.3,1.0,2.0520833333333335
8526,Jameer Nelson,32.04,13.9,1.6,1.2,2.8,1.1,-1.1,0.5,10.0,27.00735294117647
8527,Andrew Nicholson,15.45,9.9,-0.4,1.0,0.6,-4.7,-6.7,-1.4,1.0,10.532894736842104
8528,Joakim Noah,35.25,20.0,4.5,6.6,11.2,1.1,6.6,6.1,6.0,36.6125
8529,Steve Novak,10.0,11.1,1.0,0.5,1.4,1.1,-0.5,0.2,8.0,6.351851851851852
8530,Dirk Nowitzki,32.85,23.6,8.6,2.3,10.9,4.1,3.3,3.5,16.0,36.925
8531,James Nunnally,12.69,6.1,-0.2,0.1,-0.1,-5.2,-7.0,-0.2,1.0,7.173076923076923
8532,Kyle O'Quinn,17.22,16.5,0.5,2.0,2.5,-3.1,0.5,0.8,2.0,16.253623188405797
8533,Victor Oladipo,31.09,13.6,-1.4,2.8,1.3,-1.6,-0.8,0.8,1.0,26.4
